Company	Company Type	Provider/Cert. ID	Website	Phone Number	more_info
Freephone Green Deal	Installer	BFCI0293	www.freephonegreendeal.co.uk	0800 206 1314	/index.php?option=com_content&view=article&id=131&installer_id=6730
Insulation Solutions Scotland Ltd	Installer	BBAI9103		01968 678870	/index.php?option=com_content&view=article&id=131&installer_id=7096
Finney UK Limited	Installer	STRI10466		07865 064732	/index.php?option=com_content&view=article&id=131&installer_id=6682
VNR Contracting Services Ltd	Installer	BBAI3467	www.vnrcontracting.co.uk	01922 495533	/index.php?option=com_content&view=article&id=131&installer_id=4264
Staywarm (Yorkshire) Ltd	Installer	OCEI12414		0113 239 6520	/index.php?option=com_content&view=article&id=131&installer_id=8380
Northern Renewable Green Systems Ltd	Installer	NAPI19170	www.nrgs.biz	01969 622939	/index.php?option=com_content&view=article&id=131&installer_id=4565
Mid Wales Log Burners & Flues Ltd	Installer	NAPI8083	www.midwaleslogburners.co.uk	01686 722722	/index.php?option=com_content&view=article&id=131&installer_id=4626
Opus Waterproofing Solutions Ltd	Installer	NICI01062		01732 400115	/index.php?option=com_content&view=article&id=131&installer_id=6097
Sol Electrical Ltd	Installer	NICI00334	www.solelectrical.com	01884 235800	/index.php?option=com_content&view=article&id=131&installer_id=5413
Tri-Mec Ltd	Installer	NICI01067		08440 961205	/index.php?option=com_content&view=article&id=131&installer_id=6102
1st Energy Installers Ltd	Installer	NICI00597		01525 838848	/index.php?option=com_content&view=article&id=131&installer_id=8124
Highly Efficient Heating Limited	Installer	NAPI21746	www.highlyefficientheating.com	01914 065300	/index.php?option=com_content&view=article&id=131&installer_id=4784
Turning Point (SW) Ltd	Installer	NICI00746		01548 531002	/index.php?option=com_content&view=article&id=131&installer_id=5795
Helena Partnership	Installer	NICI00037	www.helenapartnerships.co.uk	01744 671508	/index.php?option=com_content&view=article&id=131&installer_id=5164
Aaron Services Ltd	Installer	NICI01309		07584 233802	/index.php?option=com_content&view=article&id=131&installer_id=8490
Lothian Gas	Installer	NAPI28819	www.lothiangas.co.uk	01314 404666	/index.php?option=com_content&view=article&id=131&installer_id=9488
A & M Energy Solutions Ltd	Installer	BBAI3453	www.am-energy.com	01793 528962	/index.php?option=com_content&view=article&id=131&installer_id=4166
IJT Energy Ltd	Installer	STRI10563	www.ijtenergyservices.com	07972 170460	/index.php?option=com_content&view=article&id=131&installer_id=7215
Premier Boiler Services Ltd	Installer	APHI46316		01354 661 004	/index.php?option=com_content&view=article&id=131&installer_id=3930
Panagia Ltd	Installer	NICI00667		01709 252472	/index.php?option=com_content&view=article&id=131&installer_id=7850
Miller Pattison Ltd	Installer	BBAI8497	www.millerpattison.co.uk	01144780111	/index.php?option=com_content&view=article&id=131&installer_id=4138
MG Heating Solutions Ltd	Installer	APHI46555	www.mgheating-gwent.co.uk	01495 211 011	/index.php?option=com_content&view=article&id=131&installer_id=6948
AJR Eco Ltd	Installer	NAPI16091	www.ajr-ltd.co.uk	01702 619698	/index.php?option=com_content&view=article&id=131&installer_id=4980
Heaven Energy Services Ltd	Installer	NICI01349		07474 341133	/index.php?option=com_content&view=article&id=131&installer_id=8678
Evesham Home Improvements Ltd	Installer	BMTI002	www.eveshamhomeimprovemnts.co.uk	01386 853222	/index.php?option=com_content&view=article&id=131&installer_id=7482
Black Box Energy Ltd	Installer	STRI10398	www.blackboxenergy.co.uk	0800 612 9652	/index.php?option=com_content&view=article&id=131&installer_id=6620
Electro Contractors Limited	Installer	NAPI7945	www.electrocontractors.co.uk	01582 757675	/index.php?option=com_content&view=article&id=131&installer_id=5115
Greenline Energy Services Ltd	Installer	OCEI07513		0800 772 0192	/index.php?option=com_content&view=article&id=131&installer_id=7531
Avonside Renewables	Installer	NICI00231	www.avonsidegroupservices.co.uk	0800 731 5982	/index.php?option=com_content&view=article&id=131&installer_id=5325
Dual Fuel Solutions	Installer	NICI01404		7951228335	/index.php?option=com_content&view=article&id=131&installer_id=9527
Phoenix Gas Services Ltd	Installer	STRI10079	www.phoenixgasservices.co.uk	01782 564448	/index.php?option=com_content&view=article&id=131&installer_id=6359
Brand Extension UK Ltd	Installer	OCEI00413	www.beei.co.uk	02380 222221	/index.php?option=com_content&view=article&id=131&installer_id=6201
Minster Plumbing & Heating Ltd T/A Minster Energy Solutions	Installer	NAPI17983	www.minster-plumbing.co.uk	01904 488818	/index.php?option=com_content&view=article&id=131&installer_id=4679
Independent Utilities Ltd	Installer	NICI01207		01752 262626	/index.php?option=com_content&view=article&id=131&installer_id=7147
Energy Saving Britain Limited	Installer	NAPI25352	www.energysavingbritain.co.uk	01752 404050	/index.php?option=com_content&view=article&id=131&installer_id=7564
Instagroup	Installer	NICI00663	www.instagroup.co.uk	01189 739585	/index.php?option=com_content&view=article&id=131&installer_id=5718
Active Solar Products	Installer	NAPI17765		01579 383121	/index.php?option=com_content&view=article&id=131&installer_id=4702
Eco Efficient	Installer	OCEI21716	www.eco-efficient.co.uk	01282 222121	/index.php?option=com_content&view=article&id=131&installer_id=8854
Herbert T Forrest Ltd T/A Forrest	Installer	NICI00001	www.forrest.co.uk	08456 342750	/index.php?option=com_content&view=article&id=131&installer_id=5128
Composite Doors Plus	Installer	NICI01208		01362 697152	/index.php?option=com_content&view=article&id=131&installer_id=7148
Fylde green energy (North west) ltd	Installer	STRI10523	www.fyldegreenenergy.co.uk	01253 206555	/index.php?option=com_content&view=article&id=131&installer_id=7120
Network Energy Ltd	Installer	BBAI8699	www.networkenergyltd.co.uk	07949 636360	/index.php?option=com_content&view=article&id=131&installer_id=7023
John Nicholson Heating Ltd	Installer	NICI01360		01670 730333	/index.php?option=com_content&view=article&id=131&installer_id=8723
Wheldon Contracts & Services Ltd	Installer	NICI00292		01908 211127	/index.php?option=com_content&view=article&id=131&installer_id=5376
Bersche-Rolt Ltd	Installer	CERI3974	bersche-rolt.co.uk	1825713000	/index.php?option=com_content&view=article&id=131&installer_id=7029
Light and Land Energy Ltd	Installer	NAPI13859	www.llen.com	01672 841094	/index.php?option=com_content&view=article&id=131&installer_id=4554
Blackwood Developments	Installer	NICI00369		07899 705348	/index.php?option=com_content&view=article&id=131&installer_id=7818
M&J Electrical Contractors Limited	Installer	NAPI14438	www.mjelectricalcontractors.co.uk	01283 558133	/index.php?option=com_content&view=article&id=131&installer_id=4605
REA Scotland Ltd	Installer	NICI00097		01698 265050	/index.php?option=com_content&view=article&id=131&installer_id=7787
Insulation Direct North West Ltd	Installer	NICI01163		01995 643048	/index.php?option=com_content&view=article&id=131&installer_id=6907
Nevada Construction Ltd	Installer	OCEI16615	www.nevadaconstruction.co.uk	0162 6777107	/index.php?option=com_content&view=article&id=131&installer_id=7532
Sims Solar Limited	Installer	NAPI20517	www.simssolar.co.uk	01491 836065	/index.php?option=com_content&view=article&id=131&installer_id=4617
Eclipse Renewable Energy Ltd	Installer	STRI10653	www.eclipseenergy.co.uk	01422 352485	/index.php?option=com_content&view=article&id=131&installer_id=7510
Sunbeam Solar Solutions Ltd	Installer	NICI00207	www.sunbeamsolarsolutions.com	07412 664819	/index.php?option=com_content&view=article&id=131&installer_id=7990
RHI Energy Solutions Ltd	Installer	STRI12060		07957 772967	/index.php?option=com_content&view=article&id=131&installer_id=8691
Warmaway Ltd	Installer	NICI00229	www.warmaway.co.uk	01924 465391	/index.php?option=com_content&view=article&id=131&installer_id=5324
Greener Times Ltd	Installer	NICI01190	www.greenertimes.org	0121 6228202	/index.php?option=com_content&view=article&id=131&installer_id=7928
JJS Green Solutions Limited	Installer	ELCI59406		1706877691	/index.php?option=com_content&view=article&id=131&installer_id=7265
North Liverpool Regeneration Company (Green) Ltd	Installer	BBAI8657	www.nlrco.com	01512 074612	/index.php?option=com_content&view=article&id=131&installer_id=4072
Argyll Renewable Energy Limited	Installer	NAPI22153	www.are-ltd.co.uk	01631 565861	/index.php?option=com_content&view=article&id=131&installer_id=7637
Aventa Services (South Yorkshire) Ltd	Installer	NICI00559		01709 252323	/index.php?option=com_content&view=article&id=131&installer_id=5625
ISG Construction Ltd	Installer	BBAI4266	www.isgplc.com	01414 470300	/index.php?option=com_content&view=article&id=131&installer_id=4112
Glasgow Green Global Ltd	Installer	OCEI16315	www.glasgowgreenglobal.co.uk	0800 917 2077	/index.php?option=com_content&view=article&id=131&installer_id=7261
Multiheat UK Ltd	Installer	NICI00741		07939 473991	/index.php?option=com_content&view=article&id=131&installer_id=7860
Cutter Solar Ltd	Installer	NAPI13833	www.cutter-solar.com	01989 564680	/index.php?option=com_content&view=article&id=131&installer_id=7680
Green Deal Eco Solutions	Installer	NICI00198	www.greendealecosolutions.org	0800 080 3088	/index.php?option=com_content&view=article&id=131&installer_id=7803
Complete Plumbing Clean Energy DM Limited	Installer	NAPI15335	www.cpce.co	02086 709538	/index.php?option=com_content&view=article&id=131&installer_id=4966
Elite Energy (NW) Ltd	Installer	NICI01390	www.eliteenergynw.co.uk	01618 041195	/index.php?option=com_content&view=article&id=131&installer_id=8894
B S Plumbing & Heating Leicester Ltd	Installer	APHI46366	www.bsplumbing-heating.co.uk	01162 786 385	/index.php?option=com_content&view=article&id=131&installer_id=3865
Cassidy Heating & Gas	Installer	NICI01201		07985 335850	/index.php?option=com_content&view=article&id=131&installer_id=7106
Appollo Gas Services Ltd	Installer	NICI00573		01914 145555	/index.php?option=com_content&view=article&id=131&installer_id=5638
Thermal Homes Limited	Installer	STRI14104	www.thermalhomes.co.uk	07788 454746	/index.php?option=com_content&view=article&id=131&installer_id=8852
Eco Footprint Ltd	Installer	NICI01021	eco-footprint.org.uk	01535 691844	/index.php?option=com_content&view=article&id=131&installer_id=6056
Des Clarke & Son	Installer	NICI00892	www.desclarkeandson.co.uk	01550 720478	/index.php?option=com_content&view=article&id=131&installer_id=7887
The Green Partnership	Installer	STRI10508	www.thegreen-partnership.co.uk	01937 220516	/index.php?option=com_content&view=article&id=131&installer_id=7050
R A G Electrical Services	Installer	NICI01271		07525 737678	/index.php?option=com_content&view=article&id=131&installer_id=7587
Area Eco	Installer	NICI01285	www.area-eco.co.uk	01212 472810	/index.php?option=com_content&view=article&id=131&installer_id=7704
Thermagreen Energy Ltd	Installer	NICI00419	www.thermagreenenergy.co.uk	07886 660085	/index.php?option=com_content&view=article&id=131&installer_id=8056
Heating Care Scotland Ltd	Installer	OFCI12819		01506 411921	/index.php?option=com_content&view=article&id=131&installer_id=6801
Sovereign Group Ltd	Installer	BSI 97377	www.sov-group.co.uk	01282 618171	/index.php?option=com_content&view=article&id=131&installer_id=6818
Hybrid Technical Services Ltd	Installer	NICI01065		0800 043 0666	/index.php?option=com_content&view=article&id=131&installer_id=6100
GRS Electrical Services Ltd	Installer	NICI00217	www.grs-electrical.co.uk	01507 606837	/index.php?option=com_content&view=article&id=131&installer_id=5315
Free Green Deal Company	Installer	NICI01146	www.freegreendeal.org	01726 814413	/index.php?option=com_content&view=article&id=131&installer_id=6182
Steve Duckworth Electrical Limited	Installer	NAPI28831		07970 855704	/index.php?option=com_content&view=article&id=131&installer_id=9500
P & R Installation Company Ltd	Installer	APHI3900X	www.pandrinstallation.com	0208 300 0300	/index.php?option=com_content&view=article&id=131&installer_id=3903
Free Energy Help Ltd	Installer	BBAI8748		01332 766660	/index.php?option=com_content&view=article&id=131&installer_id=3942
Venture Dairy Services Limited t/a Ecotec Renewable Energy	Installer	NAPI18862	www.ecotec-heatpumps.com	01566 779869	/index.php?option=com_content&view=article&id=131&installer_id=4666
Premier Energy Solutions	Installer	BBAI3742	www.premierenergysolutions.co.uk	01613 033800	/index.php?option=com_content&view=article&id=131&installer_id=4237
Geefran Plastering Ltd T/A  Geefran Energy Efficiency Services	Installer	BBAI5336	www.geefran.com	01282 459488	/index.php?option=com_content&view=article&id=131&installer_id=4137
Wilts Electrical Contracting Ltd	Installer	NAPI14203	www.weclimited.co.uk	01249 812850	/index.php?option=com_content&view=article&id=131&installer_id=4579
MD Building Services Ltd	Installer	BBAI8491		07747 533561	/index.php?option=com_content&view=article&id=131&installer_id=7139
Hamilton Building Contractors Ltd	Installer	BBAI953	www.hamiltonfirst.co.uk	01274 666166	/index.php?option=com_content&view=article&id=131&installer_id=4169
AW Renewables Ltd	Installer	NICI00195	www.awrenewables.co.uk	07860 563827	/index.php?option=com_content&view=article&id=131&installer_id=5296
MakeWarm Limited	Installer	STRI10445	www.makewarm.co.uk	0161 794 5630	/index.php?option=com_content&view=article&id=131&installer_id=6665
Baas Construction	Installer	NICI00062	www.baas.co.uk	01282 437304	/index.php?option=com_content&view=article&id=131&installer_id=5184
Kirk Kendall Limited	Installer	NICI01061		07957 160090	/index.php?option=com_content&view=article&id=131&installer_id=8313
MHM Services GB Ltd	Installer	NAPI22780	www.mhmservicesgbltd.co.uk	08001 951152	/index.php?option=com_content&view=article&id=131&installer_id=4989
Steve Duckworth Electrical Limited	Installer	BENI00105		07970 855704	/index.php?option=com_content&view=article&id=131&installer_id=7357
Downs (Insulation & Electrical) Ltd	Installer	BBAI3221	www.downsinsulation.com	01304 203045	/index.php?option=com_content&view=article&id=131&installer_id=4269
UCS Renewables	Installer	NAPI28871		01642 242567	/index.php?option=com_content&view=article&id=131&installer_id=9497
RG Williams & Co	Installer	STRI10274	www.rgwilliamsdeal.co.uk	01304 381477	/index.php?option=com_content&view=article&id=131&installer_id=6512
Greener Skies UK	Installer	NICI00241	www.greener-skies.co.uk	08001 223119	/index.php?option=com_content&view=article&id=131&installer_id=5332
Utilitri Ltd	Installer	NICI00264	www.powerplussolar.co.uk	01744 891711	/index.php?option=com_content&view=article&id=131&installer_id=5351
Urban Environmental Ltd	Installer	OCEI11013		01639 888295	/index.php?option=com_content&view=article&id=131&installer_id=6263
John Leadley Ltd	Installer	NICI01034		07890 245679	/index.php?option=com_content&view=article&id=131&installer_id=7918
