"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"NICI00787","Prompt Energy Assessors","13/09/2013","Withdrawn","voluntary withdrawal","18/11/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Internal wall insulation (of external walls) systems,Heating controls (for wet central heating system and warm air sy"
"NICI00785","P and O Gas Services","13/09/2013","Withdrawn","voluntary withdrawal","23/10/2015","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00778","Negas Ltd","13/09/2013","Withdrawn","voluntary withdrawal","17/02/2017","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00776","Wrekin Housing Trust","13/09/2013","Authorised","Initial authorisation","13/09/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00772","RNR London Ltd","13/09/2013","Withdrawn","voluntary withdrawal","11/09/2015","Cylinder thermostats,Gas-fired condensing boilers,Ground source heat pumps,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Photovoltaics,Solar water heating,Air source heat pumps,MCS Certificated?,Heating controls (for wet central heating system and warm air sy"
"NICI00771","Ogilvie Construction Ltd","06/09/2013","Authorised","Initial authorisation","06/09/2013","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00770","Heating Central Southern Ltd","06/09/2013","Withdrawn","voluntary withdrawal","14/08/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00769","JPS Plumbing & Heating Ltd","06/09/2013","Withdrawn","voluntary withdrawal","18/12/2015","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water systems (efficient),Waste water heat recovery devices attached to showers,Heating controls (for wet central heating system and warm air sy"
"NICI00763","Your Greendeal Ltd","06/09/2013","Withdrawn","voluntary withdrawal","10/02/2017","Green Deal Cashback Scheme,Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00762","JUB Systems UK Limited","06/09/2013","Withdrawn","voluntary withdrawal","08/01/2016","Green Deal Cashback Scheme,External wall insulation systems"
"NICI00761","AC Wilgar Plumbing and Heating Ltd","06/09/2013","Withdrawn","voluntary withdrawal","16/09/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00757","WPJ Heating","06/09/2013","Withdrawn","voluntary withdrawal","29/01/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00753","Magenta Living","06/09/2013","Authorised","Initial authorisation","06/09/2013","External wall insulation systems"
"NICI00752","Global Eco Energy Services Ltd T/A JJ Gas Services","06/09/2013","Authorised","Initial authorisation","06/09/2013","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00750","Seaburn Gas Services Ltd","30/08/2013","Withdrawn","voluntary withdrawal","20/11/2015","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00749","N B Renewables (NW) Ltd","30/08/2013","Withdrawn","non-compliance","25/11/2016","Green Deal Cashback Scheme,Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
"NICI00747","Flanagan Building and Maintenance Services Ltd","30/08/2013","Withdrawn","voluntary withdrawal","24/03/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Heating controls (for wet central heating system and warm air sy"
"NICI00746","Turning Point (SW) Ltd","30/08/2013","Withdrawn","voluntary withdrawal","15/01/2016","Photovoltaics,MCS Certificated?"
"NICI00745","Sustain Ltd","30/08/2013","Withdrawn","voluntary withdrawal","26/02/2016","Cavity wall insulation,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00735","Keep Warm Installations","30/08/2013","Authorised","Initial authorisation","30/08/2013","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Loft or rafter insulation (including loft hatch insulation),Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00732","Celsius Plumbing and Heating Ltd (Edinburgh)","23/08/2013","Withdrawn","non-compliance","13/01/2017","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Internal wall insulation (of external walls) systems,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00730","Weatherproofing Advisors Ltd","23/08/2013","Withdrawn","voluntary withdrawal","05/08/2016","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation"
"NICI00724","UI Plumbing & Electrical Ltd","23/08/2013","Authorised","Initial authorisation","23/08/2013","Cylinder thermostats,Flue gas heat recovery devices,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Heating controls (for wet central heating system and warm air sy"
"NICI00721","Ayrshire Gasworks Ltd","23/08/2013","Withdrawn","voluntary withdrawal","05/02/2016","Green Deal Cashback Scheme,Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Hot water cylinder insulation,Oil-fired condensing boilers,Pipe-work insulation,Under-floor heating,Heating controls (for wet central heating system and warm air sy"
"NICI00720","Footprint Energy Scotland Ltd","23/08/2013","Withdrawn","voluntary withdrawal","15/01/2016","Cylinder thermostats,Gas-fired condensing boilers,Heating controls (for wet central heating system and warm air system),Hot water controls (including timers and temperature control),Loft or rafter insulation (including loft hatch insulation),Heating controls (for wet central heating system and warm air sy"
